id,movieinfo_id,actor_id
166,30,121
167,31,43
168,31,122
169,31,38
170,31,117
171,31,39
172,31,123
173,32,25
174,32,29
175,32,124
176,32,125
177,32,126
178,32,119
179,34,13
180,34,127
181,34,128
182,34,56
183,34,21
184,35,25
185,35,78
186,35,70
187,35,129
188,35,130
189,35,90
190,36,131
191,36,48
192,36,51
193,36,5
194,36,132
195,36,133
196,37,13
197,37,29
198,37,134
199,37,12
200,37,31
201,37,135
202,38,43
203,38,136
204,38,85
205,38,88
206,38,137
207,38,138
208,39,62
209,39,85
210,39,29
211,39,139
212,39,140
213,39,141
214,40,57
215,40,43
216,40,59
217,40,12
218,40,22
219,40,104
220,41,57
221,41,142
222,41,143
223,41,86
224,41,144
225,41,41
226,42,145
227,42,146
228,42,147
229,42,148
230,42,149
231,42,150
232,43,151
233,43,8
234,43,152
235,43,153
236,43,154
237,43,155
238,44,57
239,44,59
240,44,141
241,44,156
242,44,157
243,44,158
244,45,159
245,45,95
246,45,160
247,45,161
248,45,162
249,45,163
250,46,164
251,46,165
252,46,166
253,46,167
254,46,168
255,46,169
256,47,8
257,47,5
258,47,3
259,47,2
260,47,170
261,47,13
262,48,55
263,48,171
264,48,112
265,48,172
266,48,173
267,48,113
268,49,174
269,49,175
270,49,159
271,49,176
272,49,177
273,49,178
274,50,179
275,50,180
276,50,75
277,50,181
278,50,182
279,50,183
280,51,25
281,51,36
282,51,68
283,51,28
284,51,44
285,51,184
286,52,57
287,52,122
288,52,54
289,52,40
290,52,185
291,52,186
292,53,36
293,53,83
294,53,49
295,53,187
296,53,188
297,53,172
298,54,131
299,54,48
300,54,51
301,54,9
302,54,53
303,54,189
304,55,62
305,55,38
306,55,190
307,55,123
308,55,119
309,55,56
310,56,191
311,56,192
312,56,193
313,56,194
314,56,195
315,56,196
316,57,197
317,57,78
318,57,198
319,57,23
320,57,199
321,57,47
322,58,25
323,58,22
324,58,70
325,58,12
326,58,200
327,58,201
328,59,202
329,59,88
330,59,203
331,59,1
332,59,204
333,59,55
334,60,197
335,60,205
336,60,206
337,60,7
338,60,207
339,60,80
340,61,57
341,61,208
342,61,209
343,61,210
344,61,211
345,61,212
346,62,171
347,62,53
348,62,205
349,62,204
350,62,213
351,62,214
352,63,57
353,63,59
354,63,119
355,63,56
356,63,215
357,63,89
358,64,216
359,64,93
360,64,217
361,64,39
362,64,218
363,64,219
364,65,145
365,65,57
366,65,118
367,65,119
368,65,208
369,65,220
370,66,57
371,66,221
372,66,222
373,66,223
374,66,224
375,66,225
376,67,226
377,67,222
378,67,227
379,67,39
380,67,228
381,67,148
382,68,62
383,68,229
384,68,40
385,68,230
386,68,231
387,68,232
388,69,191
389,69,233
390,69,234
391,69,235
392,69,236
393,69,237
394,70,25
395,70,29
396,70,238
397,70,37
398,70,239
399,70,240
400,71,36
401,71,154
402,71,171
403,71,233
404,71,241
405,71,17
406,72,107
407,72,29
408,72,25
409,72,242
410,72,243
411,72,78
412,73,30
413,73,105
414,73,68
415,73,1
416,73,244
417,73,29
418,74,151
419,74,245
420,74,9
421,74,246
422,74,247
423,74,248
424,75,1
425,75,249
426,75,88
427,75,197
428,75,31
429,75,250
430,76,25
431,76,38
432,76,22
433,76,69
434,76,68
435,76,52
436,77,57
437,77,59
438,77,251
439,77,252
440,77,220
441,77,253
442,78,36
443,78,28
444,78,27
445,78,44
446,78,140
447,78,254
448,79,255
449,79,256
450,79,257
451,79,12
452,79,48
453,79,105
454,80,145
455,80,57
456,80,258
457,80,259
458,80,260
459,80,220
460,82,36
461,82,17
462,82,247
463,82,261
464,82,262
465,82,263
466,83,62
467,83,16
468,83,264
469,83,66
470,83,265
471,83,266
472,84,267
473,84,268
474,84,269
475,84,270
476,84,271
477,84,272
478,85,187
479,85,37
480,85,203
481,85,247
482,85,273
483,85,22
484,86,22
485,86,51
486,86,274
487,86,275
488,86,276
489,86,277
490,87,151
491,87,82
492,87,278
493,87,279
494,87,47
495,88,229
496,88,222
497,88,73
498,88,269
499,88,75
500,88,97
501,89,146
502,89,148
503,89,86
504,89,280
505,89,281
506,89,282
507,90,1
508,90,48
509,90,283
510,90,130
511,90,168
512,90,189
513,92,222
514,92,284
515,92,285
516,92,286
517,92,287
518,92,288
519,93,222
520,93,289
521,93,290
522,93,76
523,93,219
524,93,291
525,94,292
526,94,37
527,94,105
528,94,106
529,94,59
530,94,293
531,95,1
532,95,82
533,95,53
534,95,56
535,95,294
536,95,295
537,96,57
538,96,59
539,96,296
540,96,297
541,96,298
542,96,186
543,97,13
544,97,299
545,97,294
546,97,88
547,97,54
548,97,3
549,99,7
550,99,300
551,99,199
552,99,106
553,99,301
554,99,205
555,100,151
556,100,302
557,100,53
558,100,303
559,100,304
560,101,305
561,101,306
562,101,85
563,101,136
564,101,307
565,101,308
566,102,118
567,102,222
568,102,309
569,102,310
570,102,76
571,103,62
572,103,59
573,103,311
574,103,119
575,103,77
576,103,312
577,104,57
578,104,313
579,104,314
580,104,257
581,104,260
582,104,251
583,105,57
584,105,105
585,105,37
586,105,315
587,105,14
588,105,316
589,106,25
590,106,78
591,106,197
592,106,206
593,106,105
594,106,1
595,107,317
596,107,318
597,107,274
598,107,103
599,107,319
600,107,8
601,108,62
602,108,320
603,108,56
604,108,41
605,108,321
606,108,322
607,109,62
608,109,59
609,109,323
610,109,16
611,109,98
612,109,324
613,110,13
614,110,78
615,110,88
616,110,325
617,110,83
618,110,326
619,111,36
620,111,154
621,111,171
622,111,241
623,111,233
624,111,327
625,112,70
626,112,8
627,112,63
628,112,328
629,112,124
630,112,199
631,113,107
632,113,68
633,113,5
634,113,266
635,113,329
636,113,330
637,114,179
638,114,331
639,114,146
640,114,289
641,114,332
642,114,333
643,116,284
644,116,150
645,116,334
646,116,86
647,116,335
648,116,336
649,117,57
650,117,308
651,117,56
652,117,337
653,117,338
654,117,339
655,119,36
656,119,249
657,119,82
658,119,44
659,119,51
660,119,10
661,120,57
662,120,7
663,120,129
664,120,54
665,120,186
666,120,144
667,121,179
668,121,136
669,121,269
670,121,66
671,121,340
672,121,150
673,122,164
674,122,165
675,122,166
676,122,341
677,122,171
678,122,342
679,123,179
680,123,94
681,123,76
682,123,343
683,123,344
684,123,124
685,124,57
686,124,16
687,124,30
688,124,345
689,124,61
690,124,346
691,125,117
692,125,43
693,125,38
694,125,122
695,125,156
696,125,347
697,126,145
698,126,43
699,126,58
700,126,222
701,126,348
702,126,94
703,127,146
704,127,179
705,127,58
706,127,349
707,127,350
708,127,351
709,128,62
710,128,142
711,128,39
712,128,88
713,128,266
714,128,352
715,129,1
716,129,28
717,129,353
718,129,168
719,129,140
720,129,195
721,130,62
722,130,311
723,130,354
724,130,125
725,130,355
726,130,356
727,131,145
728,131,93
729,131,77
730,131,150
731,131,76
732,131,269
733,132,357
734,132,82
735,132,12
736,132,358
737,132,359
738,132,360
739,133,146
740,133,361
741,133,362
742,133,333
743,133,284
744,133,94
745,134,270
746,134,363
747,134,364
748,134,365
749,134,366
750,134,287
751,135,57
752,135,16
753,135,367
754,135,368
755,135,143
756,135,369
757,136,36
758,136,30
759,136,370
760,136,371
761,136,372
762,136,44
763,137,145
764,137,73
765,137,269
766,137,373
767,137,374
768,137,375
769,138,376
770,138,94
771,138,377
772,138,378
773,138,158
774,138,379
775,139,22
776,139,69
777,139,119
778,139,171
779,139,52
780,139,278
781,140,93
782,140,57
783,140,380
784,140,381
785,140,382
786,140,383
787,141,202
788,141,78
789,141,88
790,141,13
791,141,53
792,141,1
793,142,222
794,142,226
795,142,216
796,142,290
797,142,331
798,142,96
799,143,1
800,143,48
801,143,384
802,143,324
803,143,80
804,143,385
805,144,386
806,144,387
807,144,388
808,144,184
809,144,274
810,144,389
811,145,107
812,145,25
813,145,292
814,145,106
815,145,390
816,145,47
817,146,341
818,146,191
819,146,391
820,146,392
821,146,393
822,146,135
823,147,203
824,147,345
825,147,88
826,147,394
827,147,395
828,147,396
829,148,62
830,148,397
831,148,398
832,148,399
833,148,291
834,148,400
835,149,401
836,149,226
837,149,217
838,149,402
839,149,76
840,149,376
841,150,403
842,150,289
843,150,136
844,150,340
845,150,402
846,150,380
847,151,36
848,151,8
849,151,135
850,151,359
851,151,128
852,151,129
853,152,404
854,152,22
855,152,151
856,152,28
857,152,405
858,152,406
859,153,270
860,153,377
861,153,222
862,153,72
863,153,58
864,153,407
865,154,203
866,154,394
867,154,88
868,154,408
869,154,409
870,154,60
871,155,269
872,155,407
873,155,136
874,155,362
875,155,376
876,155,410
877,156,238
878,156,411
879,156,100
880,156,70
881,156,412
882,156,413
883,157,122
884,157,85
885,157,307
886,157,150
887,157,400
888,157,361
889,158,222
890,158,414
891,158,75
892,158,415
893,158,376
894,158,286
895,159,61
896,159,249
897,159,416
898,159,417
899,159,5
900,159,42
901,160,57
902,160,59
903,160,39
904,160,418
905,160,419
906,160,143
907,161,226
908,161,73
909,161,311
910,161,144
911,161,88
912,161,3
913,162,179
914,162,376
915,162,150
916,162,420
917,162,421
918,162,422
919,163,145
920,163,376
921,163,94
922,163,72
923,163,423
924,163,424
925,164,43
926,164,117
927,164,97
928,164,425
929,164,400
930,164,76
931,165,12
932,165,51
933,165,8
934,165,184
935,165,17
936,165,426
937,166,145
938,166,376
939,166,427
940,166,428
941,166,421
942,166,351
943,167,112
944,167,55
945,167,429
946,167,128
947,167,44
948,167,430
949,168,57
950,168,85
951,168,367
952,168,269
953,168,305
954,168,136
955,169,14
956,169,106
957,169,274
958,169,386
959,169,201
960,169,431
961,170,57
962,170,258
963,170,432
964,170,123
965,170,422
966,170,156
967,171,166
968,171,165
969,171,164
970,171,433
971,171,80
972,171,54
973,172,222
974,172,73
975,172,348
976,172,39
977,172,289
978,172,298
979,173,267
980,173,362
981,173,434
982,173,435
983,173,436
984,173,437
985,174,57
986,174,59
987,174,311
988,174,258
989,174,76
990,174,257
991,175,145
992,175,26
993,175,73
994,175,425
995,175,119
996,175,182
997,176,151
998,176,28
999,176,56
1000,176,346
1001,176,438
1002,176,439
1003,177,145
1004,177,43
1005,177,73
1006,177,98
1007,177,40
1008,177,440
1009,178,57
1010,178,59
1011,178,56
1012,178,224
1013,178,441
1014,178,185
1015,179,180
1016,179,43
1017,179,145
1018,179,442
1019,179,443
1020,180,57
1021,180,259
1022,180,347
1023,180,425
1024,180,186
1025,180,125
1026,181,354
1027,181,348
1028,181,444
1029,181,445
1030,181,446
1031,181,447
1032,182,70
1033,182,106
1034,182,438
1035,182,2
1036,182,448
1037,182,449
1038,183,57
1039,183,141
1040,183,355
1041,183,137
1042,183,220
1043,183,450
1044,184,57
1045,184,451
1046,184,202
1047,184,56
1048,184,186
1049,184,4
1050,185,164
1051,185,165
1052,185,166
1053,185,2
1054,185,103
1055,185,125
1056,186,372
1057,186,452
1058,186,453
1059,186,454
1060,186,247
1061,186,105
1062,187,378
1063,187,361
1064,187,93
1065,187,94
1066,187,109
1067,187,293
1068,188,78
1069,188,317
1070,188,40
1071,188,4
1072,188,455
1073,188,456
1074,189,249
1075,189,44
1076,189,124
1077,189,128
1078,189,5
1079,189,125
1080,190,149
1081,190,146
1082,190,414
1083,190,457
1084,190,458
1085,190,72
1086,191,145
1087,191,354
1088,191,459
1089,191,210
1090,191,305
1091,191,460
1092,192,145
1093,192,122
1094,192,461
1095,192,289
1096,192,462
1097,192,463
1098,193,284
1099,193,226
1100,193,376
1101,193,464
1102,193,465
1103,193,466
1104,194,57
1105,194,407
1106,194,94
1107,194,451
1108,194,467
1109,194,468
1110,195,216
1111,195,469
1112,195,180
1113,195,348
1114,195,470
1115,195,321
1116,196,151
1117,196,28
1118,196,471
1119,196,472
1120,196,133
1121,196,12
1122,197,473
1123,197,469
1124,197,39
1125,197,354
1126,197,214
1127,197,474
1128,198,270
1129,198,222
1130,198,146
1131,198,403
1132,198,415
1133,198,161
1134,199,107
1135,199,475
1136,199,476
1137,199,16
1138,199,477
1139,199,478
1140,200,62
1141,200,309
1142,200,147
1143,200,29
1144,200,13
1145,200,53
1146,201,328
1147,201,54
1148,201,192
1149,201,479
1150,201,37
1151,201,480
1152,202,57
1153,202,59
1154,202,220
1155,202,349
1156,202,481
1157,202,293
1158,203,73
1159,203,313
1160,203,142
1161,203,482
1162,203,144
1163,203,257
1164,204,475
1165,204,57
1166,204,85
1167,204,55
1168,204,131
1169,204,483
1170,205,118
1171,205,397
1172,205,289
1173,205,56
1174,205,65
1175,205,484
1176,206,57
1177,206,485
1178,206,5
1179,206,476
1180,206,56
1181,206,304
1182,207,151
1183,207,302
1184,207,91
1185,207,53
1186,207,152
1187,207,486
1188,208,226
1189,208,216
1190,208,305
1191,208,76
1192,208,362
1193,208,333
1194,209,313
1195,209,394
1196,209,77
1197,209,487
1198,209,185
1199,210,25
1200,210,29
1201,210,488
1202,210,292
1203,210,489
1204,210,88
1205,211,62
1206,211,93
1207,211,490
1208,211,140
1209,211,491
1210,211,492
1211,212,51
1212,212,371
1213,212,206
1214,212,327
1215,212,80
1216,212,429
1217,213,122
1218,213,43
1219,213,95
1220,213,75
1221,213,85
1222,213,463
1223,215,493
1224,215,28
1225,215,242
1226,215,330
1227,215,486
1228,215,23
1229,216,57
1230,216,494
1231,216,90
1232,216,130
1233,216,495
1234,216,496
1235,217,190
1236,217,320
1237,217,432
1238,217,257
1239,217,252
1240,217,4
1241,218,317
1242,218,16
1243,218,113
1244,218,497
1245,218,498
1246,218,499
1247,219,222
1248,219,38
1249,219,500
1250,219,118
1251,219,309
1252,219,501
1253,220,8
1254,220,112
1255,220,53
1256,220,311
1257,220,17
1258,220,52
1259,221,57
1260,221,354
1261,221,309
1262,221,356
1263,221,211
1264,221,63
1265,222,452
1266,222,274
1267,222,502
1268,222,503
1269,222,504
1270,222,505
1271,223,57
1272,223,16
1273,223,354
1274,223,407
1275,223,324
1276,223,137
1277,224,222
1278,224,308
1279,224,57
1280,224,102
1281,224,506
1282,224,507
1283,225,57
1284,225,258
1285,225,508
1286,225,298
1287,225,509
1288,225,510
1289,226,151
1290,226,302
1291,226,53
1292,226,511
1293,226,512
1294,226,513
1295,227,68
1296,227,22
1297,227,8
1298,227,70
1299,227,69
1300,227,100
1301,228,43
1302,228,309
1303,228,7
1304,228,311
1305,228,514
1306,228,515
1307,229,43
1308,229,123
1309,229,88
1310,229,185
1311,229,4
1312,229,516
1313,230,72
1314,230,517
1315,230,220
1316,230,375
1317,230,518
1318,230,432
1319,231,243
1320,231,88
1321,231,14
1322,231,134
1323,231,478
1324,231,519
1325,232,26
1326,232,145
1327,232,376
1328,232,136
1329,232,138
1330,232,355
1331,233,520
1332,233,284
1333,233,305
1334,233,521
1335,233,522
1336,233,76
1337,234,57
1338,234,58
1339,234,523
1340,234,368
1341,234,524
1342,234,310
1343,235,57
1344,235,258
1345,235,129
1346,235,424
1347,235,186
1348,235,335
1349,236,107
1350,236,61
1351,236,84
1352,236,5
1353,236,525
1354,236,526
1355,237,527
1356,237,528
1357,237,40
1358,237,316
1359,237,370
1360,237,2
1361,238,146
1362,238,403
1363,238,331
1364,238,306
1365,238,39
1366,238,148
1367,239,36
1368,239,48
1369,239,44
1370,239,429
1371,239,511
1372,239,5
1373,240,57
1374,240,226
1375,240,16
1376,240,426
1377,240,372
1378,240,353
1379,241,273
1380,241,203
1381,241,22
1382,241,247
1383,241,187
1384,241,37
1385,242,317
1386,242,302
1387,242,405
1388,242,84
1389,242,529
1390,242,530
1391,243,222
1392,243,414
1393,243,290
1394,243,72
1395,243,531
1396,243,334
1397,244,43
1398,244,59
1399,244,532
1400,244,306
1401,244,514
1402,244,533
1403,245,165
1404,245,166
1405,245,534
1406,245,535
1407,245,536
1408,245,537
1409,246,107
1410,246,48
1411,246,88
1412,246,538
1413,246,539
1414,246,5
1415,247,179
1416,247,376
1417,247,306
1418,247,57
1419,247,367
1420,247,445
1421,248,180
1422,248,85
1423,248,43
1424,248,540
1425,248,62
1426,248,541
1427,249,216
1428,249,226
1429,249,542
1430,249,305
1431,249,217
1432,249,522
1433,250,145
1434,250,43
1435,250,445
1436,250,138
1437,250,543
1438,250,137
1439,251,57
1440,251,59
1441,251,202
1442,251,539
1443,251,544
1444,251,186
1445,252,500
1446,252,43
1447,252,334
1448,252,129
1449,252,545
1450,252,211
1451,253,243
1452,253,22
1453,253,546
1454,253,3
1455,253,208
1456,253,5
1457,254,547
1458,254,269
1459,254,548
1460,254,549
1461,254,270
1462,254,550
1463,255,7
1464,255,171
1465,255,551
1466,255,311
1467,255,552
1468,255,553
1469,256,68
1470,256,37
1471,256,171
1472,256,14
1473,256,554
1474,256,555
1475,257,210
1476,257,136
1477,257,290
1478,257,521
1479,257,436
1480,257,181
1481,258,372
1482,258,556
1483,258,133
1484,258,80
1485,258,557
1486,258,471
1487,259,123
1488,259,317
1489,259,14
1490,259,171
1491,259,28
1492,259,558
1493,260,43
1494,260,397
1495,260,190
1496,260,559
1497,260,502
1498,260,560
1499,261,203
1500,261,561
1501,261,562
1502,261,543
1503,261,327
1504,261,563
1505,262,542
1506,262,95
1507,262,85
1508,262,136
1509,262,367
1510,262,158
1511,263,146
1512,263,145
1513,263,150
1514,263,351
1515,263,422
1516,263,564
1517,264,565
1518,264,93
1519,264,222
1520,264,376
1521,264,136
1522,264,72
1523,265,226
1524,265,146
1525,265,381
1526,265,289
1527,265,400
1528,265,219
1529,266,187
1530,266,70
1531,266,12
1532,266,566
1533,266,567
1534,266,310
1535,267,216
1536,267,93
1537,267,568
1538,267,569
1539,267,204
1540,268,145
1541,268,93
1542,268,38
1543,268,62
1544,268,119
1545,268,474
1546,269,57
1547,269,9
1548,269,570
1549,269,101
1550,269,89
1551,269,424
1552,270,14
1553,270,17
1554,270,5
1555,270,18
1556,270,571
1557,270,572
1558,271,216
1559,271,514
1560,271,573
1561,271,54
1562,271,574
1563,271,575
1564,272,13
1565,272,68
1566,272,51
1567,272,5
1568,272,10
1569,272,134
1570,273,325
1571,273,576
1572,273,80
1573,273,31
1574,273,471
1575,273,535
1576,274,26
1577,274,187
1578,274,112
1579,274,577
1580,274,578
1581,275,233
1582,275,103
1583,275,341
1584,275,579
1585,275,580
1586,275,581
1587,276,107
1588,276,582
1589,276,583
1590,276,199
1591,276,584
1592,276,585
1593,277,270
1594,277,377
1595,277,72
1596,277,586
1597,277,444
1598,277,181
1599,278,21
1600,278,7
1601,278,587
1602,278,129
1603,278,5
1604,278,519
1605,279,588
1606,279,93
1607,279,94
1608,279,217
1609,279,376
1610,279,343
1611,280,394
1612,280,151
1613,280,82
1614,280,28
1615,280,134
1616,280,137
1617,281,146
1618,281,216
1619,281,75
1620,281,333
1621,281,72
1622,281,589
1623,282,242
1624,282,241
1625,282,247
1626,282,171
1627,282,17
1628,282,479
1629,283,371
1630,283,317
1631,283,51
1632,283,590
1633,283,591
1634,283,592
1635,284,222
1636,284,102
1637,284,462
1638,284,56
1639,284,506
1640,284,9
1641,285,565
1642,285,376
1643,285,362
1644,285,150
1645,285,380
1646,285,593
1647,286,216
1648,286,75
1649,286,226
1650,286,136
1651,286,361
1652,286,284
1653,287,541
1654,287,312
1655,287,594
1656,287,509
1657,287,595
1658,287,596
1659,288,23
1660,288,278
1661,288,597
1662,288,598
1663,288,169
1664,288,371
1665,289,145
1666,289,62
1667,289,59
1668,289,599
1669,289,600
1670,290,216
1671,290,136
1672,290,601
1673,290,72
1674,290,332
1675,290,333
1676,291,43
1677,291,16
1678,291,355
1679,291,53
1680,291,478
1681,291,602
1682,292,29
1683,292,7
1684,292,603
1685,292,604
1686,292,558
1687,292,129
1688,293,107
1689,293,353
1690,293,605
1691,293,50
1692,293,426
1693,293,5
1694,294,145
1695,294,38
1696,294,59
1697,294,65
1698,294,606
1699,294,607
1700,295,145
1701,295,608
1702,295,402
1703,295,95
1704,295,340
1705,295,609
1706,296,191
1707,296,303
1708,296,24
1709,296,54
1710,296,610
1711,296,84
1712,297,588
1713,297,290
1714,297,75
1715,297,219
1716,297,305
1717,297,39
1718,298,30
1719,298,22
1720,298,37
1721,298,611
1722,298,424
1723,298,185
1724,299,29
1725,299,300
1726,299,112
1727,299,503
1728,299,189
1729,299,612
1730,300,315
1731,300,613
1732,300,199
1733,300,77
1734,300,614
1735,300,615
1736,301,259
1737,301,616
1738,301,41
1739,301,88
1740,301,61
1741,301,617
1742,302,216
1743,302,93
1744,302,180
1745,302,618
1746,302,619
1747,302,380
1748,303,542
1749,303,179
1750,303,354
1751,303,420
1752,303,620
1753,303,356
1754,304,270
1755,304,621
1756,304,588
1757,304,520
1758,304,332
1759,304,219
1760,305,216
1761,305,26
1762,305,222
1763,305,458
1764,305,66
1765,305,306
1766,306,622
1767,306,376
1768,306,623
1769,306,305
1770,306,522
1771,306,343
1772,307,273
1773,307,88
1774,307,371
1775,307,624
1776,307,625
1777,307,327
1778,308,57
1779,308,85
1780,308,56
1781,308,626
1782,308,443
1783,308,220
1784,309,238
1785,309,78
1786,309,113
1787,309,475
1788,309,627
1789,309,129
1790,310,511
1791,310,628
1792,310,31
1793,310,629
1794,310,630
1795,310,14
1796,311,7
1797,311,16
1798,311,69
1799,311,631
1800,311,412
1801,311,632
1802,312,57
1803,312,59
1804,312,73
1805,312,39
1806,312,633
1807,312,298
1808,313,171
1809,313,634
1810,313,528
1811,313,353
1812,313,635
1813,313,247
1814,314,112
1815,314,452
1816,314,405
1817,314,7
1818,314,636
1819,314,539
1820,316,216
1821,316,226
1822,316,548
1823,316,98
1824,316,637
1825,316,333
1826,317,61
1827,317,244
1828,317,134
1829,317,44
1830,317,55
1831,317,406
1832,318,638
1833,318,103
1834,318,171
1835,318,639
1836,318,405
1837,318,168
1838,319,454
1839,319,640
1840,319,103
1841,319,641
1842,319,164
1843,319,642
1844,320,38
1845,320,85
1846,320,340
1847,320,143
1848,320,606
1849,320,3
1850,321,643
1851,321,62
1852,321,307
1853,321,356
1854,321,138
1855,322,57
1856,322,540
1857,322,451
1858,322,158
1859,322,609
1860,322,644
1861,323,7
1862,323,22
1863,323,317
1864,323,40
1865,323,235
1866,323,645
1867,324,203
1868,324,302
1869,324,88
1870,324,140
1871,324,646
1872,324,416
1873,325,404
1874,325,1
1875,325,345
1876,325,125
1877,325,647
1878,325,552
1879,326,216
1880,326,118
1881,326,39
1882,326,204
1883,326,648
1884,326,649
1885,327,273
1886,327,48
1887,327,50
1888,327,189
1889,327,650
1890,327,33
1891,328,107
1892,328,651
1893,328,478
1894,328,628
1895,328,449
1896,329,131
1897,329,88
1898,329,167
1899,329,124
1900,329,5
1901,329,527
1902,330,565
1903,330,376
1904,330,348
1905,330,150
1906,330,435
1907,330,619
1908,331,325
1909,331,385
1910,331,172
1911,331,80
1912,331,535
1913,331,652
1914,332,515
1915,332,59
1916,332,7
1917,332,311
1918,332,257
1919,332,653
1920,333,654
1921,333,655
1922,333,656
1923,333,657
1924,333,658
1925,334,171
1926,334,187
1927,334,17
1928,334,201
1929,334,659
1930,334,519
1931,335,660
1932,335,661
1933,335,662
1934,335,663
1935,335,664
1936,336,43
1937,336,500
1938,336,56
1939,336,220
1940,336,606
1941,336,349
1942,337,203
1943,337,16
1944,337,302
1945,337,88
1946,337,90
1947,337,614
1948,338,222
1949,338,62
1950,338,142
1951,338,320
1952,338,219
1953,338,665
1954,339,666
1955,339,179
1956,339,284
1957,339,667
1958,339,219
1959,339,332
1960,340,150
1961,340,76
1962,340,217
1963,340,668
1964,340,669
1965,340,446
1966,341,154
1967,341,259
1968,341,278
1969,341,17
1970,341,480
1971,341,15
1972,342,62
1973,342,29
1974,342,670
1975,342,671
1976,342,634
1977,342,53
1978,343,107
1979,343,202
1980,343,134
1981,343,211
1982,343,672
1983,343,673
1984,344,48
1985,344,674
1986,344,107
1987,344,51
1988,344,675
1989,344,424
1990,345,372
1991,345,556
1992,345,259
1993,345,676
1994,345,535
1995,345,652
1996,346,37
1997,346,477
1998,346,27
1999,346,244
2000,346,489
2001,346,519
2002,347,677
2003,347,678
2004,347,150
2005,347,665
2006,347,679
2007,347,227
2008,348,57
2009,348,397
2010,348,418
2011,348,158
2012,348,501
2013,348,440
2014,349,404
2015,349,302
2016,349,104
2017,349,204
2018,349,680
2019,349,300
2020,350,17
2021,350,245
2022,350,535
2023,350,471
2024,350,681
2025,350,80
2026,351,404
2027,351,12
2028,351,682
2029,351,683
2030,351,494
2031,351,684
2032,352,57
2033,352,397
2034,352,258
2035,352,311
2036,352,340
2037,352,56
2038,353,527
2039,353,685
2040,353,2
2041,353,686
2042,353,687
2043,353,172
2044,354,268
2045,354,270
2046,354,510
2047,354,550
2048,354,637
2049,354,420
2050,355,226
2051,355,515
2052,355,108
2053,355,69
2054,355,405
2055,355,55
2056,356,300
2057,356,278
2058,356,5
2059,356,319
2060,356,576
2061,356,80
2062,357,317
2063,357,22
2064,357,688
2065,357,103
2066,357,274
2067,357,689
2068,358,12
2069,358,201
2070,358,15
2071,358,385
2072,358,17
2073,358,51
2074,359,222
2075,359,93
2076,359,43
2077,359,376
2078,359,284
2079,359,221
2080,360,328
2081,360,44
2082,360,9
2083,360,128
2084,360,113
2085,360,690
2086,361,325
2087,361,168
2088,361,2
2089,361,88
2090,361,140
2091,362,309
2092,362,107
2093,362,202
2094,362,306
2095,362,691
2096,362,143
2097,363,515
2098,363,357
2099,363,53
2100,363,247
2101,363,579
2102,363,692
2103,364,180
2104,364,74
2105,364,75
2106,364,693
2107,364,444
2108,364,694
2109,365,179
2110,365,145
2111,365,376
2112,365,289
2113,365,181
2114,365,286
2115,366,38
2116,366,394
2117,366,695
2118,366,696
2119,366,692
2120,366,117
2121,367,62
2122,367,309
2123,367,7
2124,367,691
2125,367,370
2126,367,697
2127,368,62
2128,368,698
2129,368,7
2130,368,398
2131,368,699
2132,368,61
2133,369,542
2134,369,565
2135,369,217
2136,369,305
2137,369,98
2138,369,331
2139,370,216
2140,370,146
2141,370,432
2142,370,533
2143,370,220
2144,370,626
2145,371,309
2146,371,7
2147,371,700
2148,371,8
2149,371,2
2150,371,310
2151,372,542
2152,372,378
2153,372,667
2154,372,420
2155,372,701
2156,372,150
2157,373,111
2158,373,702
2159,374,112
2160,374,645
2161,374,236
2162,374,703
2163,374,704
2164,374,705
2165,375,222
2166,375,540
2167,375,223
2168,375,257
2169,375,137
2170,375,76
2171,376,174
2172,376,565
2173,376,348
2174,376,444
2175,376,148
2176,376,76
2177,377,520
2178,377,284
2179,377,521
2180,377,522
2181,377,706
2182,377,707
2183,378,57
2184,378,313
2185,378,708
2186,378,257
2187,378,158
2188,378,220
2189,379,394
2190,379,135
2191,379,55
2192,379,300
2193,379,709
2194,379,52
2195,380,145
2196,380,122
2197,380,532
2198,380,136
2199,380,102
2200,380,462
2201,381,57
2202,381,16
2203,381,158
2204,381,220
2205,381,710
2206,381,711
2207,382,199
2208,382,244
2209,382,712
2210,382,135
2211,382,713
2212,382,714
2213,383,243
2214,383,143
2215,383,51
2216,383,4
2217,383,3
2218,383,60
2219,384,38
2220,384,643
2221,384,425
2222,384,458
2223,384,257
2224,384,620
2225,385,88
2226,385,292
2227,385,55
2228,385,124
2229,385,5
2230,385,4
2231,386,165
2232,386,166
2233,386,80
2234,386,471
2235,386,642
2236,386,715
2237,387,243
2238,387,244
2239,387,485
2240,387,88
2241,387,137
2242,387,395
2243,388,43
2244,388,59
2245,388,29
2246,388,27
2247,388,44
2248,388,40
2249,389,43
2250,389,38
2251,389,59
2252,389,172
2253,389,87
2254,389,716
2255,390,222
2256,390,348
2257,390,76
2258,390,623
2259,390,180
2260,390,286
2261,391,717
2262,391,718
2263,391,362
2264,391,719
2265,391,287
2266,391,434
2267,392,317
2268,392,720
2269,392,721
2270,392,250
2271,392,239
2272,392,275
2273,393,107
2274,393,187
2275,393,576
2276,393,17
2277,393,132
2278,393,722
2279,394,723
2280,394,533
2281,394,348
2282,394,77
