id,name_eg,name_ar,actors_name_eg,actors_name_ar,genres_name_eg,genres_name_ar,poster_url,final_rating
406,al ragool allazi faqad aqlo,الرجل الذي فقد ظله,"Magda, Kamal El Shennawy, Salah Zo El Faqqar, Nelly, Emad Hamdy, Youssef Shabaan","ماجدة, كمال الشناوي, صلاح ذو الفقار, نيللي, عماد حمدي, يوسف شعبان","drama, old movie","دراما, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbUV2Y21Fdk5hY21JYXZ3bGN3bGN0Yw.jpg,2.9876541755
407,father amine,بابا أمين,"Hussein Riad, Faten Hamama, Farid Shawqy, Kamal El Shennawy, Mahmoud Lotfi, Tousoun Motamad","حسين رياض, فاتن حمامة, فريد شوقي, كمال الشناوي, محمود لطفي, طوسون معتمد","comedy, drama, Fiction, old movie","كوميديا, دراما, خيال, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbUV2Tm1tanZjRWN3TGN3VG9jYW1uSQ.jpg,2.9876541755
408,my dear were all thieves,يا عزيزي كلنا لصوص,"Mahmoud Abdelaziz, Layla Olwi, Saeed Saleh, Salah Kabil, Mariem Fakhr Eldin, Abdallah Farghaly","محمود عبدالعزيز, ليلى علوي, سعيد صالح, صلاح قابيل, مريم فخر الدين, عبدالله فرغلي","drama, romantic, old movie, crime","جريمة, دراما, رومانسية, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbXZtVHBwakVjbXZQbUVhYW12bW14.jpg,2.986304489
409,arb3a fi mohma rasmeya,أربعة في مهمة رسمية,"Ahmed Zaki, Noura, Najah Al Muji, Eetedal Shahin, Abdulla Meshref, Muhammad Al Saqqa","أحمد زكي, نورا, نجاح الموجي, إعتدال شاهين, عبدالله مشرف, محمد السقا","comedy, old movie","كوميديا, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbUVtYm1FbXZtYWNQbW1tWXZtYnhhY3c.jpg,2.9862885375
410,al laila al mawaoda,الليلة الموعودة,"Farid Shawqy, Ahmed Zaki, Karima Mokhtar, Tayseir Fahmi, Nagwa Fouad, Ahmad Bedir","فريد شوقي, أحمد زكي, كريمة مختار, تيسير فهمي, نجوى فؤاد, أحمد بدير",old movie,فيلم قديم,https://i.egycdn.com/pic/WmFwZndlY21tbXZ2Y21ZbXZjRWN2Y212bXBZeGpQdnc.jpg,2.9862885375
411,okal,عوكل,"Mohamed Saad, Hassan Hosny, Nour, Sayed Mustafa, Alaa Morsy, Talaat Zakareia","محمد سعد, حسن حسني, نور اللبنانية, سيد مصطفى, علاء مرسي, طلعت زكريا",comedy,كوميديا,https://i.egycdn.com/pic/WmFwZndlY21tbUVtVFR2bW1FY21qdmt0Y21vY21Cdw.jpg,2.986280408
412,harb atalia,حرب أطاليا,"Ahmed El Sakka, Nelly Karim, Khaled Saleh, Khaled Abol Naga, Razan Moghrabi","أحمد السقا, نيللي كريم, خالد صالح, خالد أبو النجا, رزان مغربي","Adventure, drama, Action, crime","مغامرة, جريمة, دراما, اكشن",https://i.egycdn.com/pic/WmFwZndlY21tbWJtcHZ2Y3ZSY3ZjbGFtRENqbWJtYg.jpg,2.984906685
413,elfanous elsehry,الفانوس السحري,"Ismail Yasin, Abdelsalam El Nabolsi, Kariman, Sherifa Mahear, Muhammad Faraj, Khayria Ahmed","إسماعيل يس, عبدالسلام النابلسي, كريمان, شريفة ماهر, محمود فرج, خيرية أحمد","Fiction, comedy, old movie","خيال, كوميديا, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbUV2dHROdWNhbUVtam12bWJtbW1keg.jpg,2.9848236375
414,foreman hassan,الأسطى حسن,"Farid Shawqy, Hoda Soltan, Thuriya Salem, Zouzou Madi, Othman Abaza","فريد شوقي, هدى سلطان, ثريا سالم, زوزو ماضي, عثمان أباظة","drama, old movie","دراما, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbUVtRW1idnRjRWNtWW14dk5qbXZ2TkU.jpg,2.9848236375
415,leilet el baby doll,ليلة البيبي دول,"Mahmoud Abdelaziz, Nour El Sherif, Layla Olwi, Mahmoud Hemeida, Gamal Soliman, Sollaf Fawakhirgi","محمود عبدالعزيز, نور الشريف, ليلى علوي, محمود حميدة, جمال سليمان, سلاف فواخرجي",,,https://i.egycdn.com/pic/WmFwZndlY212bUVtYnZjbXZ2UmNQbW1tYm1tdmNQbWJtYg.jpg,2.984252481
416,wa hala la wein,وهلأَ لوين ؟,"Yvonne Maalouf, Antoinette Noufaily, Claude Baz Moussawbaa, Nadine Labaky, Adel Karam, Anjo Rihane","إيفون معلوف, انطوانيت نوفالي, كلود موسوبا, نادين لبكي, عادل كرم, أنجو ريحان","comedy, drama","كوميديا, دراما",https://i.egycdn.com/pic/WmFwZndlY21tbXZtYm1qdnRjRWN3VHBqbWJsbXBibA.jpg,2.982231277
417,banat hawaa,بنات حواء,"Mohamed Fawzy, Madiha Yousri, Shadya, Ismail Yasin, Zinat Sedki, Abdelmonem Ismail","محمد فوزي, مديحة يسري, شادية, إسماعيل يس, زينات صدقي, عبدالمنعم إسماعيل","comedy, romantic, old movie","كوميديا, رومانسية, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbUVtYnZ0TkVFY21tUGxQdndsUG1F.jpg,2.9819139785
418,euc,إي.يو.سي,"Mohamed Sallam, Malak Koura, Moawad Ismail, Amr Abed, Menna Arafa, Lotfy Labib","محمد سلام, ملك قورة, معوض إسماعيل, عمرو عابد, منة عرفة, لطفي لبيب","comedy, drama","كوميديا, دراما",https://i.egycdn.com/pic/WmFwZndlY21tbXZ2Y21MY21FRWNtRVBtbXdUam1kVG0.jpg,2.9816253395
419,el galsa sereya,الجلسة سرية,"Mahmoud Yassine, Yousra, Samir Sabri, Shahira, Suhair Taha Hussain, Farouk Youssef","محمود ياسين, يسرا, سمير صبري, شهيرة, سهير طه حسين, فاروق يوسف","drama, old movie","دراما, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbXZtbW12bVlFRWNtcEVtSVBtRXdUc2o.jpg,2.98108144
420,nights heart,قلب الليل,"Nour El Sherif, Hala Sedqy, Mahmoud El Gendy, Farid Shawqy, Mohsena Tawfik, Mohamed Henidy","نور الشريف, هالة صدقي, محمود الجندي, فريد شوقي, محسنة توفيق, محمد هنيدي","drama, old movie","دراما, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbXZtRW1URXZSY212dmN2Y21iY3dQdmNtYg.jpg,2.978930771
421,baad al mawkea,بعد الموقعة,"Bassem Samra, Menna Shalaby, Farah, Nahed Elsebai, Salma Al Deeb, Taimour Taimour","باسم سمرة, منة شلبي, فرح (فيدرا), ناهد السباعي, سلمى الديب, تيمور تيمور",drama,دراما,https://i.egycdn.com/pic/WmFwZndlY21tbUVtSGNtVHVjbWJhdmNheG1UWUU.jpg,2.978798483
422,alwan el sama el sabaa,ألوان السما السبعه,"Layla Olwi, Farouk El Feshawi, Hassan Mostafa, Sawsan Bader, Ahmad Rateb, Sherif Ramzy","ليلى علوي, فاروق الفيشاوي, حسن مصطفى, سوسن بدر, أحمد راتب, شريف رمزي","romantic, drama","رومانسية, دراما",https://i.egycdn.com/pic/WmFwZndlY21tbXZtVHBFbWFjdk5qUG1qbWJjdGNtag.jpg,2.9780443595
423,mawed ma eblis,موعد مع إبليس,"Zaki Rostom, Mahmoud El Meleigy, Saad Ardash, Abdelmonem Ibrahim, Kariman, Wedad Hamdy","زكي رستم, محمود المليجي, سعد أردش, عبدالمنعم إبراهيم, كريمان, وداد حمدي","drama, Fiction, old movie","دراما, خيال, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbXZtYm12dk5lY3hhYWxtRWFtam1J.jpg,2.9779420575
424,almoraheqat,المراهقات,"Magda, Roshdy Abaza, Hussein Riad, Dawlat Abyad, Aziza Helmy, Adly Kasseb","ماجدة, رشدي أباظة, حسين رياض, دولت أبيض, عزيزة حلمي, عدلي كاسب","Familial, drama, old movie","عائلي, دراما, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbUV2Tm1tb2NFY21Fd0x0Y21tbUVtdmw.jpg,2.9770608725
425,meraty wa zawgaty,مراتي وزوجتي,"Ramez Galal, Edward, Shery Adel, Ragaa AlGeddawy, Youssef Eid, Reda Idrees","رامز جلال, إدوارد, شيري عادل (شيرين عادل), رجاء الجداوي, يوسف عيد, رضا إدريس",comedy,كوميديا,https://i.egycdn.com/pic/WmFwZndlY21tbUVtbW1qdk5tRWN3VEV4bUVtWVR2Sw.jpg,2.976135899
426,bala heeba,بلا هيبة,"Abbas Jaffar, Stephanie Atala, Darina Al Joundi, Mireille Panossian, Camille Salameh","عباس جعفر, ستيفاني عطا الله, دارينا الجندي, ميراي بانوسيان, كميل سلامة",comedy,كوميديا,https://i.egycdn.com/pic/WmFwZndlY21ZcGptYnZjbVRqRWNtdnhtbWxtam1wYm1i.jpg,2.9752256075
427,albatinia,الباطنية,"Nadia El Gendy, Farid Shawqy, Mahmoud Yassine, Farouk El Feshawi, Ahmed Zaki, AbdElhameed Almonier","نادية الجندي, فريد شوقي, محمود ياسين, فاروق الفيشاوي, أحمد زكي, عبدالحميد المنير","drama, Action, Familial, old movie, crime","دراما, جريمة, اكشن, عائلي, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbXZ2TllwdkVjbWptbW1tbWp2VUNqbW0.jpg,2.9751874275
428,sakar banat,سكر بنات,"Nadine Labaky, Yasmin el masry, Joanna Makarzal, Geezeel Awaad, Adel Karam, Seham Haddad","نادين لبكي, ياسمين المصري, جوانا مكرزل, جيزيل عواد, عادل كرم, سهام حداد",drama,دراما,https://i.egycdn.com/pic/WmFwZndlY21tbWJtWUVtdm12RWN3TE5oVFl2bUVteg.jpg,2.974995301
429,daeret elentqam,دائرة الانتقام,"Nour El Sherif, Mervat Amin, Shwikar, Youssef Shabaan, Ibrahim Khan, Salah Kabil","نور الشريف, ميرفت أمين, شويكار, يوسف شعبان, إبراهيم خان, صلاح قابيل","Adventure, drama, Action, old movie","مغامرة, دراما, اكشن, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbUVtb05URUVjYW1tbUV2Tm1QbW1tdg.jpg,2.974891001
430,the presidents chef,طباخ الريس,"Talaat Zakareia, Dalia Mostafa, Khaled Zaky, Gamal Ismail, Sameh Hussein, Saeed Tarabeek","طلعت زكريا, داليا مصطفى, خالد زكي, جمال إسماعيل, سامح حسين, سعيد طرابيك","comedy, drama","كوميديا, دراما",https://i.egycdn.com/pic/WmFwZndlY21tbUV2Y21FdmNtdWNtamF2TkJ3bGxh.jpg,2.974516791
431,ismail yassine fi el ostool,إسماعيل يس في الأسطول,"Ismail Yasin, Zahrat Al Oula, Ahmad Ramzy, Mahmoud El Meleigy, Zinat Sedki, AbdelWareth Asar","إسماعيل يس, زهرة العلا, أحمد رمزي, محمود المليجي, زينات صدقي, عبدالوارث عسر","drama, comedy, old movie","دراما, كوميديا, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbXZtRW12bVRiRWNtYm1iS3htYm1ieG1q.jpg,2.9727030465
432,shadir alsamak,شادر السمك,"Ahmed Zaki, Nabila Obeid, Mohamed Reda, Khloud, Ali Al Sharif, Sabri Abdulmonem","أحمد زكي, نبيلة عبيد, محمد رضا, خلود, علي الشريف, صبري عبدالمنعم","excitement, Action, drama, old movie","اثارة, اكشن, دراما, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbW12TnBqbWpFY3dMY212bXNqbWJ3Q2o.jpg,2.9725698925
433,tita rahiba,تيتة رهيبة,"Mohamed Henidy, Samiha Ayoub, Amy Samir Ghanem, Bassem Samra, Abdelrahman Abo Zahra, Mohamed Farrag","محمد هنيدي, سميحة أيوب, إيمي سمير غانم, باسم سمرة, عبدالرحمن أبو زهرة, محمد فراج","drama, comedy","دراما, كوميديا",https://i.egycdn.com/pic/WmFwZndlY21tbUVtbW1qbXBiRWNtbWxtRXZjbUVsYWw.jpg,2.9721898985
434,the return of the most dangerous man in the world,عودة أخطر رجل في العالم,"Fouad ElMohandes, Mervat Amin, Samir Sabri, Souad Hussein, Salah Nazmi","فؤاد المهندس, ميرفت أمين, سمير صبري, سعاد حسين, صلاح نظمي","comedy, old movie","كوميديا, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbXZ2Y21UcGVjY1VMTm93YW1qbW0.jpg,2.971394925
435,sorry we are in a mess,معلش إحنا بنتبهدل,"Ahmed Adam, Amira El Aidy, Maha Abou Ouf, Hassan Mostafa, Ahmad Rateb, Alaa Morsy","أحمد آدم, أميرة العايدي, مها أبو عوف, حسن مصطفى, أحمد راتب, علاء مرسي","comedy, drama","كوميديا, دراما",https://i.egycdn.com/pic/WmFwZndlY21tbWJtcHBqbXZFY3hjd2FQbUd3UGE.jpg,2.9705439905
436,antar ibn shaddad,عنتر بن شداد,"Farid Shawqy, Koka, Said Abou Bakr, Aida Helal, Nour El Demerdash, Fardos Mohamed","فريد شوقي, كوكا, سعيد أبو بكر, عايدة هلال, نور الدمرداش, فردوس محمد","romantic, drama, CV, excitement, old movie","رومانسية, دراما, سيرة ذاتية, اثارة, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbUV2Y21Uam1iRWNsdmNseG1Fdk5IYw.jpg,2.9704967835
437,alshrydt,الشريدة,"Naglaa Fathy, Mahmoud Yassine, Nabila Obeid, Salah Nazmi, Enaam Salosa, Eman","نجلاء فتحي, محمود ياسين, نبيلة عبيد, صلاح نظمي, إنعام سالوسة, إيمان",old movie,فيلم قديم,https://i.egycdn.com/pic/WmFwZndlY21tbUVtTGNtWW1FY21tbWptbnBnYXZjbXY.jpg,2.9703001365
438,sahib el galala,صاحب الجلالة,"Farid Shawqy, Samira Ahmed, Fouad ElMohandes, Hassan Fayek, Ahmad AlHaddad, Tawfik El Deken","فريد شوقي, سميرة أحمد, فؤاد المهندس, حسن فايق, أحمد الحداد, توفيق الدقن","comedy, old movie","كوميديا, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbWJtWXZtTGNFY216YXdkenhhbWJteg.jpg,2.970207367
439,ghawi mashakel,غاوي مشاكل,"Adel Imam, Noura, Mohamed Reda, Esaad Younes, Farouk El Feshawi, Aziza Helmy","عادل إمام, نورا, محمد رضا, إسعاد يونس, فاروق الفيشاوي, عزيزة حلمي","drama, romantic, old movie","دراما, رومانسية, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbXZtam12bWJ2UmNtamFtcGp2TnBuSQ.jpg,2.9693309815
440,nuqtat rujue,نقطة رجوع,"Mohamed Soliman, Hidy Karam, Nour, Sherif Mounir, Somaia, Mohamed shoman","محمد سليمان, هيدي كرم, نور اللبنانية, شريف منير, سمية الجويني, محمد شومان",,,https://i.egycdn.com/pic/WmFwZndlY21tbXZtb05ZYkVjbW1tRXZjYWFtRWFtag.jpg,2.9678532025
441,bartita,برتيتا,"Kinda Alloush, Ahmed Salah AlSaadany, Dina Fouad, Amr Youssef, Ahmed Safwat, Ahmed Zaher","كندة علوش, أحمد صلاح السعدني, دينا فؤاد, عمرو يوسف, أحمد صفوت, أحمد زاهر","excitement, romantic","اثارة, رومانسية",https://i.egycdn.com/pic/WmFwZndlY21tbUV2TnZtdm1qRWNtYm1Udm12bXZtanZjY3c.jpg,2.9678381615
442,elaansa hanafi,الآنسة حنفي,"Ismail Yasin, Magda, Soliman Naguib, Zinat Sedki, Abd El Fatah El Quossary, Omar ElHariri","إسماعيل يس, ماجدة, سليمان نجيب, زينات صدقي, عبدالفتاح القصري, عمر الحريري","comedy, old movie","كوميديا, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbWJtWUVtanZSY3Z3bG1id1RZYmN0dw.jpg,2.9677296205
443,ismaeil ys bwlys harbi,إسماعيل يس بوليس حربي,"Ismail Yasin, Abdelsalam El Nabolsi, Farida Fahmy, Reyad El Kasabgy, Muhammad Faraj, Abdelghani El Nagdi","إسماعيل يس, عبدالسلام النابلسي, فريدة فهمي, رياض القصبجي, محمود فرج, عبدالغني النجدي","comedy, old movie","كوميديا, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbXZtbW1qbW12UmNtRW1UdnZjdnRjbWpL.jpg,2.9673189965
444,ismail yassine in the army,إسماعيل يس في الجيش,"Ismail Yasin, Abdelsalam El Nabolsi, Reyad El Kasabgy, Abdelghani El Nagdi, Samira Ahmed, Gamalat Zayed","إسماعيل يس, عبدالسلام النابلسي, رياض القصبجي, عبدالغني النجدي, سميرة أحمد, جمالات زايد","comedy, old movie","كوميديا, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbXZ2Y21UbW1qRWNtaExjbUx3YXdURQ.jpg,2.9660284015
445,al settat mayearafoush yekdebo,الستات مايعرفوش يكدبوا,"Shadya, Ismail Yasin, Shokry Sarhan, Zinat Sedki, Stephan Rosty, Tawfik El Deken","شادية, إسماعيل يس, شكري سرحان, زينات صدقي, إستيفان روستي, توفيق الدقن","comedy, old movie","كوميديا, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbXZ2Y3ZObW1iRWN3VGJ2TnZtdm12dmNtZw.jpg,2.9660284015
446,al fajoumi,الفاجومي,"Khaled El Sawy, Salah Abdullah, Farah Youssef, Engy Khattab, Yasser Ali Maher, Mahmoud Qabeil","خالد الصاوي, صلاح عبدالله, فرح يوسف, إنجي خطاب, ياسر علي ماهر, محمود قابيل","CV, Music, drama","سيرة ذاتية, موسيقي, دراما",https://i.egycdn.com/pic/WmFwZndlY21tbUVtWWJtbW1hY21id0NqY3dhUG1ZbQ.jpg,2.963788242
447,alb7th 3n syd mrzw2,البحث عن سيد مرزوق,"Athar El Hakeim, Nour El Sherif, Shawqi Shamekh, Ali Hassanein, Lucy, Hussain Al Sharif","آثار الحكيم, نور الشريف, شوقي شامخ, علي حسنين, لوسي, حسين الشريف","drama, Fiction, Action, old movie","دراما, خيال, اكشن, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbUVtanZOcG1FY2FtbnBHTmpQYQ.jpg,2.9631197135
448,yabany asly,ياباني أصلي,"Ahmed Eid, Hesham Ismail, Mohamed Tharwat, Nada Moussa, Eman AlSayyed, Saki Tsukamoto","أحمد عيد, هشام إسماعيل, محمد ثروت, ندى موسى, إيمان السيد, ساكي تسوكاموتو",comedy,كوميديا,https://i.egycdn.com/pic/WmFwZndlY21qbWptcHBUYkVjeGFsUHZ3bG1Ueg.jpg,2.9601709865
449,asafir al nil,عصافير النيل,"Fathy Abdul Wahab, Abir Sabri, Dalal Abdelaziz, Mahmoud El Gendy, Saeed Al Saleh, Ahmed Magdy","فتحي عبدالوهاب, عبير صبري, دلال عبدالعزيز, محمود الجندي, سعيد الصالح, أحمد مجدي",drama,دراما,https://i.egycdn.com/pic/WmFwZndlY21tbUVtcG9OYkVjbVRZYm1JUG1tbW9j.jpg,2.9601709865
450,intelligent but stupid,أذكياء لكن أغبياء,"Roshdy Abaza, Madiha Kamel, Adel Imam, Samir Ghanem, Yousra, Laila Hamada","رشدي أباظة, مديحة كامل, عادل إمام, سمير غانم, يسرا, ليلى حمادة","comedy, old movie","كوميديا, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbUVtb052bWpFY21ibUVtYm1iYWxjTno.jpg,2.959878803
451,khalawees,خلاويص,"Ahmed Eid, Ayten Amer, Tariq Abd AlAziz, Mohsen Mansour, Ahmed Fouad Selim, Muhammad Hatem","أحمد عيد, أيتن عامر, طارق عبدالعزيز, محسن منصور, أحمد فؤاد سليم, محمد حاتم",comedy,كوميديا,https://i.egycdn.com/pic/WmFwZndlY21Udm1Udm1tbW1tYWNtQ2p2Y2x2Y3htSWw.jpg,2.9586294425
452,hob la yara al shams,حب لا يرى الشمس,"Aleya Abdelmonem, Safia El Emary, Farouk Youssef, Farid Shawqy, Mahmoud Abdelaziz, Naglaa Fathy","علية عبدالمنعم, صفية العمري, فاروق يوسف, فريد شوقي, محمود عبدالعزيز, نجلاء فتحي","drama, romantic, old movie","دراما, رومانسية, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbUVtVGptSGNFY2FLYW16YVB4bW0.jpg,2.9585144895
453,rabaa al adawiya,رابعة العدوية,"Nabila Obeid, Farid Shawqy, Emad Hamdy, Hussein Riad, Abdallah Gheith, Salwa Mahmoud","نبيلة عبيد, فريد شوقي, عماد حمدي, حسين رياض, عبدالله غيث, سلوى محمود","CV, old movie","سيرة ذاتية, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbUVtRW1qbW1tdkVjeG1Uam1UVHZtYmN3.jpg,2.9568615075
454,for lack of evidence,لعدم كفاية الأدلة,"Salah El Saadani, Naglaa Fathy, Yousra, Youssef Shabaan, Aaidah Riyadh, Waseela Hussein","صلاح السعدني, نجلاء فتحي, يسرا, يوسف شعبان, عايدة رياض, وسيلة حسين","drama, excitement, old movie, crime","دراما, جريمة, اثارة, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbUVtRW1tbUhjRWNjd1BtbW1FUGNOdmN3.jpg,2.9551282645
455,qasr el shouq,قصر الشوق,"Nadia Lotfi, Yahia Shahein, Abdelmonem Ibrahim, Magda ElKhatib, Amal Zayed, Samir Sabri","نادية لطفي, يحيى شاهين, عبدالمنعم إبراهيم, ماجدة الخطيب, آمال زايد, سمير صبري",old movie,فيلم قديم,https://i.egycdn.com/pic/WmFwZndlY21tbWJtWVl2bWpFY3ZrTnBMa05ZSQ.jpg,2.9551282645
456,bayieat alkhubz,بائعة الخبز,"Zaki Rostom, Amina Rizq, Shadya, Magda, Soliman Naguib, Shokry Sarhan","زكي رستم, أمينة رزق, شادية, ماجدة, سليمان نجيب, شكري سرحان","drama, Music, old movie","دراما, موسيقي, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbUVtbW1Zam1FRWN3TGt0Y1Btam1nYQ.jpg,2.9550162935
457,dananir,دنانير,"Om Kolthom, Soliman Naguib, Abbas Fares, Omar Wasfy, Fouad Shafik, Menassa Fahmy","أم كلثوم, سليمان نجيب, عباس فارس, عمر وصفى, فؤاد شفيق, منسى فهمي","romantic, History, Music, old movie","رومانسية, تاريخ, موسيقي, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbWJtcEVtbW1qRWNtRFRwanZjbEth.jpg,2.9550162935
458,al sokkareya,السكرية,"Yahia Shahein, Mervat Amin, Nour El Sherif, Maha Sabry, Abdelmonem Ibrahim, Zahrat Al Oula","يحيى شاهين, ميرفت أمين, نور الشريف, مها صبري, عبدالمنعم إبراهيم, زهرة العلا","drama, old movie","دراما, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbWJtcFRwdkVjbWJtRW1JbG1ibVRFbUk.jpg,2.954867505
459,akher deek fi masr,آخر ديك في مصر,"Mohamed Ramadan, Mai Omar, Hala Sedqy, Entsar, Laila Ezz El Arab, Dina","محمد رمضان, مي عمر, هالة صدقي, إنتصار, ليلى عز العرب, دينا",comedy,كوميديا,https://i.egycdn.com/pic/WmFwZndlY21UbW1FdmNtRW1FbXZFY2F4eG1Zdm1JeGw.jpg,2.953439315
460,cash flow,كاش فلو,,,"Action, comedy, romantic","اكشن, كوميديا, رومانسية",https://i.egycdn.com/pic/WmFwZndlY21ZRW1wRXZjbWFjYXZObW1ibWRUbW1n.jpg,2.953244517
461,al athraa wi al shaar al abyad,العذراء والشعر الأبيض,"Nabila Obeid, Mahmoud Abdelaziz, Sherihan, Mariem Fakhr Eldin, Mamdouh Abdelalim, Mahmoud El Qala'awy","نبيلة عبيد, محمود عبدالعزيز, شريهان, مريم فخر الدين, ممدوح عبدالعليم, ' محمود القلعاوي","drama, old movie","دراما, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbXZ2Y21ibWptbUVjUG12bUlsS2FtRWw.jpg,2.952239719
462,qaheer el zmaan,قاهر الزمن,"Nour El Sherif, Gamil Rateb, Athar El Hakeim, Hussien El Sherbiny, Khaled Zaky, Hamdy Youssef","نور الشريف, جميل راتب, آثار الحكيم, حسين الشربيني, خالد زكي, حمدي يوسف","Fiction, horror, excitement, old movie","خيال علمي, رعب, اثارة, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbUVtRW1tbVRlY3Z3bGxjTm1tbXZ3bA.jpg,2.9520122475
463,ameer el zalam,أمير الظلام,"Adel Imam, Sherein Seif El Nasr, Youssef Dawood, Donia Abd Elaziz, Khaled Sarhan, Diaa Abdulkhaliq","عادل إمام, شيرين سيف النصر, يوسف داوود, دنيا عبدالعزيز, خالد سرحان, ضياء عبدالخالق","comedy, drama","كوميديا, دراما",https://i.egycdn.com/pic/WmFwZndlY21tbUVtanZjdk5iRWNtam1tdmNtYm16UHhtbQ.jpg,2.9516258925
464,al wahm,الوهم,"Mahmoud Yassine, Nelly, Omar ElHariri, Mohamed El Ramly, Rashwan Mustafa, Abdulmonem Al Nimr","محمود ياسين, نيللي, عمر الحريري, محمد الرملي, رشوان مصطفى, عبدالمنعم النمر","drama, old movie","دراما, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbUVtYm1vY21hY3h2a05wRXhtVHY.jpg,2.950679138
465,garconira,جرسونيرة,"Ghada Abdelrazek, Nedal AlShafeay, Manzer Reyahna","غادة عبدالرازق, نضال الشافعي, منذر رياحنة","Action, drama","اكشن, دراما",https://i.egycdn.com/pic/WmFwZndlY21tbUVtdm1ibW1tZWNtSXhtYm1ma052eA.jpg,2.9498028125
466,viva zalata,فيفا زلاطا,"Hussein Fahmy, Nabila El Sayed, Shwikar, Fouad ElMohandes, Mahmoud Morsi, Samir Ghanem","حسين فهمي, نبيلة السيد, شويكار, فؤاد المهندس, محمود مرسي, سمير غانم","comedy, old movie","كوميديا, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbUVtcFRwRUVjbUVtbW1iUG1qbWptWXo.jpg,2.949777092
467,ismailia back and forth,إسماعيلية رايح جاي,"Mohamed Fouad, Mohamed Henidy, Hanan Turk, Khaled AlNabawy, Ezzat Abu Ouf, Hamdy Gheith","محمد فؤاد, محمد هنيدي, حنان ترك, خالد النبوي, عزت أبو عوف, حمدي غيث","romantic, comedy, Familial, Music, old movie","رومانسية, كوميديا, عائلي, موسيقي, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbUV2TmptcHVjeG1vY2FQbWJtZHo.jpg,2.948915837
468,alzmar,الزمار,"Nour El Sherif, Poussy, Salah El Saadani, Mohsena Tawfik, Tawfik El Deken, Naeima El Soghaiar","نور الشريف, بوسي, صلاح السعدني, محسنة توفيق, توفيق الدقن, نعيمة الصغير",old movie,فيلم قديم,https://i.egycdn.com/pic/WmFwZndlY21tbXZ2Y21tdk51Y21ZcFR2dmNtYm1tdmM.jpg,2.9488681585
469,the unknown woman,المرأة المجهولة,"Shadya, Emad Hamdy, Kamal El Shennawy, Shokry Sarhan, Zahrat Al Oula, Negma Ibrahim","شادية, عماد حمدي, كمال الشناوي, شكري سرحان, زهرة العلا, نجمة إبراهيم","drama, old movie","دراما, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbXZtcGptRW12RWNtbW1UVG1hd1Rmdw.jpg,2.9488681585
470,daiman maak,دايماً معاك,"Mohamed Fawzy, Faten Hamama, AbdelWareth Asar, Said Abou Bakr, Thuraya Fakhry, Mimi Aziz","محمد فوزي, فاتن حمامة, عبدالوارث عسر, سعيد أبو بكر, ثريا فخري, ميمي عزيز","drama, old movie","دراما, فيلم قديم",https://i.egycdn.com/pic/WmFwZndlY21tbXZ2TlRMY0VjbVlqbWptcEV2Y3ZOZw.jpg,2.9470125285
